ID,Specialty,Subcategory,Topic,Subtopic,Search_Term_1,Search_Term_2,Search_Term_3,Search_Term_4,Image_Types,AMC_Relevance,Priority,Folder_Path
303,Neurology,Headache Disorders,Temporal Arteritis,Giant Cell Arteritis,giant cell arteritis temporal artery,temporal arteritis biopsy,GCA histology,temporal artery inflammation,"histology, ultrasound",5,HIGH,neurology/headache_disorders/temporal_arteritis/giant_cell_arteritis
304,Neurology,Seizures Epilepsy,Epilepsy Imaging,Mesial Temporal Sclerosis,mesial temporal sclerosis MRI,hippocampal sclerosis,temporal lobe epilepsy MRI,MTS brain imaging,MRI,4,HIGH,neurology/seizures_epilepsy/epilepsy_imaging/mesial_temporal_sclerosis
305,Neurology,Seizures Epilepsy,Epilepsy Imaging,Cortical Dysplasia,cortical dysplasia MRI brain,focal cortical dysplasia,epilepsy cortical malformation,MCD brain MRI,MRI,3,HIGH,neurology/seizures_epilepsy/epilepsy_imaging/cortical_dysplasia
306,Neurology,Seizures Epilepsy,Epilepsy Imaging,Cavernoma,cavernoma brain MRI,cavernous malformation,cerebral cavernoma,cavernous angioma brain,MRI,4,HIGH,neurology/seizures_epilepsy/epilepsy_imaging/cavernoma
307,Neurology,Seizures Epilepsy,Status Epilepticus,Status Epilepticus Imaging,status epilepticus MRI brain,prolonged seizure imaging,status epilepticus CT,post-ictal changes MRI,"MRI, CT",5,HIGH,neurology/seizures_epilepsy/status_epilepticus/status_epilepticus_imaging
308,Neurology,Movement Disorders,Parkinson Disease,Parkinsonism Imaging,Parkinson disease MRI brain,parkinsonism imaging,substantia nigra degeneration,DaTscan Parkinson's,"MRI, nuclear_medicine",5,HIGH,neurology/movement_disorders/parkinson_disease/parkinsonism_imaging
309,Neurology,Movement Disorders,Huntington Disease,Huntington Chorea Imaging,Huntington disease MRI brain,caudate atrophy Huntington's,Huntington chorea imaging,striatal degeneration MRI,MRI,4,HIGH,neurology/movement_disorders/huntington_disease/huntington_chorea_imaging
310,Neurology,Movement Disorders,Essential Tremor,Essential Tremor Imaging,essential tremor brain MRI,benign essential tremor,normal brain MRI tremor,cerebellar imaging tremor,MRI,3,HIGH,neurology/movement_disorders/essential_tremor/essential_tremor_imaging
311,Neurology,Movement Disorders,Dystonia,Dystonia Imaging,dystonia brain MRI,cervical dystonia imaging,focal dystonia,generalised dystonia MRI,"MRI, clinical_photo",3,HIGH,neurology/movement_disorders/dystonia/dystonia_imaging
312,Neurology,Dementia,Alzheimer Disease,Alzheimer Dementia Mri,Alzheimer disease MRI brain,hippocampal atrophy Alzheimer's,Alzheimer dementia imaging,medial temporal lobe atrophy,"MRI, PET",5,HIGH,neurology/dementia/alzheimer_disease/alzheimer_dementia_mri
313,Neurology,Dementia,Alzheimer Disease,Alzheimer Pet Imaging,Alzheimer disease PET scan,amyloid PET imaging,FDG-PET Alzheimer's,temporoparietal hypometabolism,"PET, nuclear_medicine",4,HIGH,neurology/dementia/alzheimer_disease/alzheimer_pet_imaging
314,Neurology,Dementia,Vascular Dementia,Vascular Dementia Imaging,vascular dementia MRI brain,multi-infarct dementia CT,white matter disease dementia,subcortical vascular dementia,"MRI, CT",5,HIGH,neurology/dementia/vascular_dementia/vascular_dementia_imaging
315,Neurology,Dementia,Frontotemporal Dementia,Ftd Imaging,frontotemporal dementia MRI,FTD brain imaging,frontal lobe atrophy dementia,Pick disease MRI,MRI,4,HIGH,neurology/dementia/frontotemporal_dementia/ftd_imaging
316,Neurology,Dementia,Lewy Body Dementia,Dlb Imaging,dementia with Lewy bodies MRI,DLB brain imaging,Lewy body dementia scan,DaTscan DLB,"MRI, nuclear_medicine",4,HIGH,neurology/dementia/lewy_body_dementia/dlb_imaging
317,Neurology,Demyelinating Disease,Multiple Sclerosis,Ms Brain Lesions,multiple sclerosis MRI brain,MS white matter lesions,demyelinating plaques MRI,periventricular MS lesions,MRI,5,HIGH,neurology/demyelinating_disease/multiple_sclerosis/ms_brain_lesions
318,Neurology,Demyelinating Disease,Multiple Sclerosis,Ms Spinal Cord,multiple sclerosis spinal cord MRI,MS cervical spine lesions,demyelinating myelitis,spinal MS plaques,MRI,5,HIGH,neurology/demyelinating_disease/multiple_sclerosis/ms_spinal_cord
319,Neurology,Demyelinating Disease,Multiple Sclerosis,Dawson Fingers,Dawson fingers MS MRI,periventricular MS lesions,multiple sclerosis Dawson fingers,perpendicular MS plaques,MRI,4,HIGH,neurology/demyelinating_disease/multiple_sclerosis/dawson_fingers
320,Neurology,Demyelinating Disease,Neuromyelitis Optica,Nmo Imaging,neuromyelitis optica MRI,NMO spinal cord,Devic disease imaging,longitudinally extensive myelitis,MRI,4,HIGH,neurology/demyelinating_disease/neuromyelitis_optica/nmo_imaging
321,Neurology,Demyelinating Disease,Acute Disseminated Encephalomyelitis,Adem Imaging,acute disseminated encephalomyelitis MRI,ADEM brain imaging,post-infectious demyelination,paediatric ADEM MRI,MRI,4,HIGH,neurology/demyelinating_disease/acute_disseminated_encephalomyelitis/adem_imaging
322,Neurology,Peripheral Neuropathy,Guillain Barre Syndrome,Gbs Nerve Imaging,Guillain-Barre syndrome nerve imaging,GBS MRI spine,nerve root enhancement GBS,acute inflammatory demyelinating polyneuropathy,MRI,5,HIGH,neurology/peripheral_neuropathy/guillain_barre_syndrome/gbs_nerve_imaging
323,Neurology,Peripheral Neuropathy,Diabetic Neuropathy,Diabetic Foot Imaging,diabetic foot MRI,diabetic neuropathy foot,Charcot foot xray,diabetic foot ulcer imaging,"MRI, xray, clinical_photo",5,HIGH,neurology/peripheral_neuropathy/diabetic_neuropathy/diabetic_foot_imaging
324,Neurology,Peripheral Neuropathy,Carpal Tunnel Syndrome,Carpal Tunnel Imaging,carpal tunnel syndrome MRI,median nerve compression,carpal tunnel ultrasound,wrist MRI carpal tunnel,"MRI, ultrasound",4,HIGH,neurology/peripheral_neuropathy/carpal_tunnel_syndrome/carpal_tunnel_imaging
325,Neurology,Spinal Cord Disorders,Spinal Cord Compression,Cervical Myelopathy,cervical myelopathy MRI,cervical cord compression,cervical spondylotic myelopathy,spinal stenosis cervical,"MRI, CT",5,HIGH,neurology/spinal_cord_disorders/spinal_cord_compression/cervical_myelopathy
326,Neurology,Spinal Cord Disorders,Spinal Cord Compression,Spinal Cord Tumour,spinal cord tumour MRI,intramedullary tumour spine,spinal cord mass,ependymoma spinal cord,MRI,4,HIGH,neurology/spinal_cord_disorders/spinal_cord_compression/spinal_cord_tumour
327,Neurology,Spinal Cord Disorders,Spinal Cord Compression,Epidural Abscess,epidural abscess MRI spine,spinal epidural collection,spinal abscess imaging,epidural empyema spine,MRI,5,HIGH,neurology/spinal_cord_disorders/spinal_cord_compression/epidural_abscess
328,Neurology,Spinal Cord Disorders,Myelitis,Transverse Myelitis,transverse myelitis MRI,acute myelitis spinal cord,inflammatory myelopathy,spinal cord inflammation MRI,MRI,5,HIGH,neurology/spinal_cord_disorders/myelitis/transverse_myelitis
329,Neurology,Spinal Cord Disorders,Syringomyelia,Syrinx Spinal Cord,syringomyelia MRI,syrinx spinal cord,spinal cord cavity MRI,post-traumatic syrinx,MRI,4,HIGH,neurology/spinal_cord_disorders/syringomyelia/syrinx_spinal_cord
330,Neurology,Brain Tumours,Primary Brain Tumours,Glioblastoma,glioblastoma MRI brain,GBM brain tumour,grade 4 glioma,malignant glioma MRI,"MRI, CT",5,HIGH,neurology/brain_tumours/primary_brain_tumours/glioblastoma
331,Neurology,Brain Tumours,Primary Brain Tumours,Meningioma,meningioma MRI brain,meningioma CT,extra-axial brain tumour,meningioma contrast enhancement,"MRI, CT",5,HIGH,neurology/brain_tumours/primary_brain_tumours/meningioma
332,Neurology,Brain Tumours,Primary Brain Tumours,Pituitary Adenoma,pituitary adenoma MRI,pituitary macroadenoma,pituitary microadenoma,sellar mass MRI,MRI,5,HIGH,neurology/brain_tumours/primary_brain_tumours/pituitary_adenoma
333,Neurology,Brain Tumours,Primary Brain Tumours,Acoustic Neuroma,acoustic neuroma MRI,vestibular schwannoma,cerebellopontine angle tumour,CPA mass MRI,MRI,5,HIGH,neurology/brain_tumours/primary_brain_tumours/acoustic_neuroma
334,Neurology,Brain Tumours,Primary Brain Tumours,Astrocytoma,astrocytoma MRI brain,low grade glioma,pilocytic astrocytoma,diffuse astrocytoma MRI,MRI,4,HIGH,neurology/brain_tumours/primary_brain_tumours/astrocytoma
335,Neurology,Brain Tumours,Primary Brain Tumours,Oligodendroglioma,oligodendroglioma MRI,oligodendroglioma calcification CT,frontal lobe oligodendroglioma,oligodendroglial tumour,"MRI, CT",3,HIGH,neurology/brain_tumours/primary_brain_tumours/oligodendroglioma
336,Neurology,Brain Tumours,Metastatic Brain Tumours,Brain Metastases,brain metastases MRI,cerebral metastases CT,multiple brain metastases,brain mets imaging,"MRI, CT",5,HIGH,neurology/brain_tumours/metastatic_brain_tumours/brain_metastases
337,Neurology,Infections,Meningitis,Bacterial Meningitis,bacterial meningitis MRI brain,meningitis CT scan,meningeal enhancement MRI,purulent meningitis imaging,"MRI, CT",5,HIGH,neurology/infections/meningitis/bacterial_meningitis
338,Neurology,Infections,Meningitis,Viral Meningitis,viral meningitis MRI,aseptic meningitis imaging,viral meningoencephalitis,enteroviral meningitis MRI,MRI,4,HIGH,neurology/infections/meningitis/viral_meningitis
339,Neurology,Infections,Meningitis,Tuberculous Meningitis,tuberculous meningitis MRI brain,TB meningitis imaging,basal meningeal enhancement TB,tuberculous meningitis CT,"MRI, CT",5,HIGH,neurology/infections/meningitis/tuberculous_meningitis
340,Neurology,Infections,Encephalitis,Herpes Simplex Encephalitis,herpes simplex encephalitis MRI,HSV encephalitis brain,temporal lobe encephalitis,HSE imaging,"MRI, CT",5,HIGH,neurology/infections/encephalitis/herpes_simplex_encephalitis
341,Neurology,Infections,Encephalitis,Japanese Encephalitis,Japanese encephalitis MRI,JE brain imaging,thalamic involvement encephalitis,arboviral encephalitis MRI,MRI,4,HIGH,neurology/infections/encephalitis/japanese_encephalitis
342,Neurology,Infections,Brain Abscess,Cerebral Abscess,brain abscess MRI,cerebral abscess CT,ring enhancing lesion brain,pyogenic brain abscess,"MRI, CT",5,HIGH,neurology/infections/brain_abscess/cerebral_abscess
343,Neurology,Infections,Brain Abscess,Toxoplasmosis Brain,cerebral toxoplasmosis MRI,toxoplasma brain abscess,HIV toxoplasmosis brain,multiple ring enhancing lesions,"MRI, CT",4,HIGH,neurology/infections/brain_abscess/toxoplasmosis_brain
344,Neurology,Neuromuscular Disorders,Myasthenia Gravis,Myasthenia Gravis Imaging,myasthenia gravis thymus CT,thymoma myasthenia,thymic hyperplasia MG,anterior mediastinal mass myasthenia,"CT, MRI",5,HIGH,neurology/neuromuscular_disorders/myasthenia_gravis/myasthenia_gravis_imaging
345,Neurology,Neuromuscular Disorders,Motor Neurone Disease,Amyotrophic Lateral Sclerosis,amyotrophic lateral sclerosis MRI,ALS motor neurone disease,MND brain imaging,corticospinal tract ALS,MRI,5,HIGH,neurology/neuromuscular_disorders/motor_neurone_disease/amyotrophic_lateral_sclerosis
346,Neurology,Neuromuscular Disorders,Muscular Dystrophy,Duchenne Muscular Dystrophy,Duchenne muscular dystrophy MRI,DMD muscle imaging,muscular dystrophy thigh MRI,pseudohypertrophy calf DMD,"MRI, clinical_photo",4,HIGH,neurology/neuromuscular_disorders/muscular_dystrophy/duchenne_muscular_dystrophy
347,Neurology,Cranial Nerve Disorders,Optic Neuritis,Optic Nerve Inflammation,optic neuritis MRI,optic nerve enhancement,demyelinating optic neuritis,MS optic neuritis imaging,MRI,5,HIGH,neurology/cranial_nerve_disorders/optic_neuritis/optic_nerve_inflammation
348,Neurology,Cranial Nerve Disorders,Trigeminal Neuralgia,Trigeminal Nerve Compression,trigeminal neuralgia MRI,trigeminal nerve compression,vascular compression trigeminal,tic douloureux imaging,MRI,4,HIGH,neurology/cranial_nerve_disorders/trigeminal_neuralgia/trigeminal_nerve_compression
349,Neurology,Cranial Nerve Disorders,Bells Palsy,Facial Nerve Palsy,Bell's palsy clinical photo,facial nerve palsy,lower motor neurone facial weakness,facial droop Bell's palsy,"clinical_photo, MRI",5,HIGH,neurology/cranial_nerve_disorders/bells_palsy/facial_nerve_palsy
350,Neurology,Congenital Developmental,Chiari Malformation,Chiari Type 1,Chiari malformation type 1 MRI,Chiari 1 cerebellar tonsils,tonsillar herniation MRI,Arnold-Chiari malformation,MRI,4,HIGH,neurology/congenital_developmental/chiari_malformation/chiari_type_1
351,Neurology,Congenital Developmental,Chiari Malformation,Chiari Type 2,Chiari malformation type 2 MRI,Chiari 2 myelomeningocele,hindbrain herniation,Chiari 2 hydrocephalus,MRI,3,HIGH,neurology/congenital_developmental/chiari_malformation/chiari_type_2
352,Neurology,Congenital Developmental,Dandy Walker Malformation,Dandy Walker Syndrome,Dandy-Walker malformation MRI,Dandy-Walker syndrome,posterior fossa cyst,cerebellar hypoplasia Dandy-Walker,"MRI, CT",3,HIGH,neurology/congenital_developmental/dandy_walker_malformation/dandy_walker_syndrome
353,Neurology,Congenital Developmental,Neural Tube Defects,Spina Bifida Aperta,spina bifida aperta imaging,myelomeningocele MRI,open neural tube defect,spina bifida ultrasound,"MRI, ultrasound, clinical_photo",4,HIGH,neurology/congenital_developmental/neural_tube_defects/spina_bifida_aperta
354,Neurology,Congenital Developmental,Neural Tube Defects,Spina Bifida Occulta,spina bifida occulta X-ray,occult spinal dysraphism,tethered cord MRI,spina bifida occulta lumbar,"X-ray, MRI",3,HIGH,neurology/congenital_developmental/neural_tube_defects/spina_bifida_occulta
355,Neurology,Congenital Developmental,Corpus Callosum Abnormalities,Agenesis Corpus Callosum,agenesis of corpus callosum MRI,absent corpus callosum,colpocephaly imaging,corpus callosum dysgenesis,"MRI, CT",3,HIGH,neurology/congenital_developmental/corpus_callosum_abnormalities/agenesis_corpus_callosum
356,Neurology,Metabolic Toxic,Wernicke Encephalopathy,Mammillary Body Signal,Wernicke encephalopathy MRI,mammillary body enhancement,thiamine deficiency brain,Wernicke's encephalopathy imaging,MRI,5,HIGH,neurology/metabolic_toxic/wernicke_encephalopathy/mammillary_body_signal
357,Neurology,Metabolic Toxic,Wernicke Encephalopathy,Thalamic Signal Change,Wernicke thalamus MRI,thalamic signal Wernicke,medial thalamic lesion thiamine,periaqueductal Wernicke,MRI,4,HIGH,neurology/metabolic_toxic/wernicke_encephalopathy/thalamic_signal_change
358,Neurology,Metabolic Toxic,Central Pontine Myelinolysis,Osmotic Demyelination,central pontine myelinolysis MRI,osmotic demyelination syndrome,CPM pons signal,hyponatraemia correction complication,MRI,4,HIGH,neurology/metabolic_toxic/central_pontine_myelinolysis/osmotic_demyelination
359,Neurology,Metabolic Toxic,Hepatic Encephalopathy,Basal Ganglia Signal,hepatic encephalopathy MRI,basal ganglia T1 hyperintensity,liver failure brain imaging,hyperammonaemia brain MRI,MRI,4,HIGH,neurology/metabolic_toxic/hepatic_encephalopathy/basal_ganglia_signal
360,Neurology,Metabolic Toxic,Posterior Reversible Encephalopathy,Pres Vasogenic Oedema,PRES syndrome MRI,posterior reversible encephalopathy,vasogenic oedema parieto-occipital,eclampsia brain imaging,"MRI, CT",5,HIGH,neurology/metabolic_toxic/posterior_reversible_encephalopathy/pres_vasogenic_oedema
361,Neurology,Metabolic Toxic,Wilson Disease,Basal Ganglia Copper,Wilson disease MRI brain,basal ganglia copper deposition,Wilson disease lentiform nuclei,hepatolenticular degeneration,MRI,4,HIGH,neurology/metabolic_toxic/wilson_disease/basal_ganglia_copper
362,Neurology,Metabolic Toxic,Wilson Disease,Kayser Fleischer Rings,Kayser-Fleischer rings,Wilson disease corneal rings,copper corneal deposition,slit lamp Kayser-Fleischer,clinical_photo,5,HIGH,neurology/metabolic_toxic/wilson_disease/kayser_fleischer_rings
363,Neurology,Metabolic Toxic,Carbon Monoxide Poisoning,Globus Pallidus Necrosis,carbon monoxide poisoning brain MRI,globus pallidus necrosis CO,CO poisoning basal ganglia,carbon monoxide brain injury,"MRI, CT",4,HIGH,neurology/metabolic_toxic/carbon_monoxide_poisoning/globus_pallidus_necrosis
364,Neurology,Cerebrovascular Malformations,Arteriovenous Malformation,Brain Avm,arteriovenous malformation brain,cerebral AVM angiography,brain AVM MRI,AVM nidus imaging,"MRI, CT_angiography, digital_subtraction_angiography",5,HIGH,neurology/cerebrovascular_malformations/arteriovenous_malformation/brain_avm
365,Neurology,Cerebrovascular Malformations,Arteriovenous Malformation,Spinal Avm,spinal arteriovenous malformation,spinal cord AVM,spinal dural fistula,spinal vascular malformation,"MRI, angiography",3,HIGH,neurology/cerebrovascular_malformations/arteriovenous_malformation/spinal_avm
